Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
18-06-2008,45.2000,45.8100,44.5700,45.4300,0,0,3713100
19-06-2008,45.4300,46.7000,44.8400,46.3600,0,0,2560100
20-06-2008,45.4600,45.4900,44.1600,44.3100,0,0,4286600
23-06-2008,45.1600,45.5000,44.8000,45.0000,0,0,1836400
24-06-2008,44.4000,44.6900,43.6600,43.9200,0,0,2268400
25-06-2008,43.9200,45.0000,43.5200,44.3200,0,0,2482000
26-06-2008,43.7900,43.8600,42.1300,42.6100,0,0,3193700
27-06-2008,42.5000,43.3000,41.7600,43.0300,0,0,2866200
30-06-2008,42.9000,43.8900,42.5700,43.4600,0,0,2657700
01-07-2008,42.7300,43.7900,41.8500,43.4700,0,0,3744600
02-07-2008,44.5700,45.0000,43.5300,43.6000,0,0,3130400
03-07-2008,42.9600,44.2100,42.5700,42.6000,0,0,2160100
07-07-2008,43.5800,43.7600,42.1000,42.7000,0,0,3301800
08-07-2008,42.1600,43.0100,41.5600,43.0100,0,0,2467100
09-07-2008,43.6100,45.0600,43.6100,43.8300,0,0,4766000
10-07-2008,43.7700,44.6000,43.2000,43.9900,0,0,6437300
11-07-2008,41.1200,41.4700,37.9500,38.1400,0,0,9822100
14-07-2008,38.1400,38.3600,37.0000,37.1500,0,0,4605400
15-07-2008,36.8000,37.4600,35.4300,37.0200,0,0,3996600
16-07-2008,37.0900,39.2500,36.8900,39.1600,0,0,4153500
17-07-2008,39.1700,39.8000,38.4900,39.7400,0,0,3702400
18-07-2008,38.6500,39.0600,38.0900,38.4200,0,0,3662900
21-07-2008,38.3800,38.5200,37.3100,37.4800,0,0,2120300
22-07-2008,37.4600,39.4100,37.0200,39.2400,0,0,4096000
23-07-2008,38.8000,40.7900,38.7200,40.0200,0,0,3324500
24-07-2008,39.4500,39.6600,37.7800,37.8600,0,0,2578700
25-07-2008,37.9000,38.4900,37.8000,38.3000,0,0,1247900
28-07-2008,38.1700,38.6900,37.7200,37.8000,0,0,1336400
29-07-2008,37.6000,39.5300,37.5500,39.3900,0,0,2402900
30-07-2008,39.5500,40.2200,38.5300,39.1200,0,0,2165800
31-07-2008,38.8600,40.2800,38.6000,39.3900,0,0,2290700
01-08-2008,40.0000,40.7000,39.3900,40.4500,0,0,2844000
04-08-2008,40.5000,40.5000,38.7200,39.5800,0,0,2704700
05-08-2008,40.6100,40.9700,40.0200,40.7600,0,0,3136500
06-08-2008,40.2600,42.3000,40.2600,41.8800,0,0,3993600
07-08-2008,40.8900,41.7200,40.5800,40.8900,0,0,3198300
08-08-2008,40.8000,41.8100,40.8000,41.5200,0,0,2811000
11-08-2008,41.1400,41.8000,40.6200,41.3400,0,0,2601500
12-08-2008,39.8000,40.0900,39.3800,39.9700,0,0,3490500
13-08-2008,39.7200,40.7500,39.5300,40.3200,0,0,2221000
14-08-2008,40.5300,42.4700,40.5300,42.2700,0,0,3286000
15-08-2008,42.3300,43.3400,42.2800,42.4200,0,0,2100500
18-08-2008,42.6800,43.2600,41.2400,41.6600,0,0,2050400
19-08-2008,41.4900,41.5000,40.3900,40.8000,0,0,1730100
20-08-2008,40.8500,41.2500,40.0400,40.6300,0,0,1941800
21-08-2008,40.0400,40.2600,39.4000,40.2600,0,0,2425200
22-08-2008,40.6600,41.6700,40.2900,41.5600,0,0,1320800
25-08-2008,41.0900,41.1400,39.7700,39.9000,0,0,2397600
26-08-2008,39.9900,41.2000,39.9400,40.5300,0,0,3730300
27-08-2008,40.3600,41.5100,40.3300,41.1700,0,0,2107000
28-08-2008,40.9000,41.8700,40.9000,41.4000,0,0,1325900
29-08-2008,42.0900,42.0900,40.4800,41.2800,0,0,1896600
02-09-2008,42.1900,42.6400,40.9000,41.1100,0,0,3459500
03-09-2008,40.8300,41.4900,40.4000,40.6100,0,0,2021700
04-09-2008,40.5500,41.0000,39.2500,39.5200,0,0,3999800
05-09-2008,38.8200,39.6100,38.2600,39.3900,0,0,3855500
08-09-2008,40.4100,40.6800,38.9000,39.4500,0,0,2775700
09-09-2008,39.6500,40.0000,38.3600,38.4500,0,0,2753900
10-09-2008,38.7700,39.4600,38.6100,39.1900,0,0,2978000
11-09-2008,38.5000,38.6100,36.6700,37.1800,0,0,6688300
12-09-2008,36.7000,37.2800,35.7400,37.2400,0,0,3312600
15-09-2008,35.4000,35.8700,34.1900,34.8000,0,0,4306300
16-09-2008,34.2900,36.5900,34.0500,36.4000,0,0,4389000
17-09-2008,35.0000,36.0600,33.8900,34.3500,0,0,5011000
18-09-2008,34.4600,35.1000,32.1600,34.9200,0,0,5542200
19-09-2008,36.6700,40.0000,35.9500,38.5000,0,0,5872600
22-09-2008,37.7500,38.1400,36.7200,36.9400,0,0,2585600
23-09-2008,36.0000,37.2600,35.0000,35.1800,0,0,3818000
24-09-2008,34.3800,34.4100,32.5900,33.6800,0,0,4850200
25-09-2008,33.8000,34.5400,33.2100,34.2400,0,0,2483700
26-09-2008,32.5000,33.6800,32.3400,33.6100,0,0,2499300
29-09-2008,31.7000,31.8500,28.3000,29.3500,0,0,5462300
30-09-2008,30.4400,34.4900,30.2600,33.3100,0,0,6565600
01-10-2008,33.3700,33.5400,31.2900,32.4000,0,0,3291400
02-10-2008,32.2100,32.7300,30.4000,30.5800,0,0,2537000
03-10-2008,31.2600,31.5900,29.5600,29.5800,0,0,3734000
06-10-2008,29.1500,29.1500,26.0400,27.8200,0,0,6786100
07-10-2008,28.3000,28.7900,26.0400,26.5600,0,0,5071100
08-10-2008,25.2700,28.2700,24.8600,25.5200,0,0,6963600
09-10-2008,25.6800,27.0300,24.8400,25.0200,0,0,3259800
10-10-2008,23.2500,25.4200,22.8000,23.9100,0,0,7625700
13-10-2008,27.2300,29.5900,26.3400,29.5100,0,0,5112600
14-10-2008,30.4800,31.7600,27.2700,28.1300,0,0,5500200
15-10-2008,27.0300,27.4700,25.0000,25.0400,0,0,3437100
16-10-2008,26.1100,26.7800,24.4100,26.5000,0,0,4054300
17-10-2008,25.2600,26.9100,24.9900,25.9600,0,0,3482600
20-10-2008,26.4100,28.0300,26.2900,28.0200,0,0,2175800
21-10-2008,27.3300,27.8800,26.5300,26.5600,0,0,2192000
22-10-2008,25.5100,26.3700,24.7000,25.3600,0,0,2748400
23-10-2008,25.4000,26.3800,24.5400,25.8600,0,0,3270700
24-10-2008,24.0500,26.3000,23.8800,25.2200,0,0,3958300
27-10-2008,24.8200,25.7600,24.3000,24.3800,0,0,2136400
28-10-2008,25.3500,28.2500,24.5000,28.1700,0,0,3437300
29-10-2008,26.8500,29.0000,26.8400,27.9200,0,0,3598800
30-10-2008,28.8000,29.6800,28.1600,29.3100,0,0,2797700
31-10-2008,28.7300,30.1100,28.2200,29.3200,0,0,3692700
03-11-2008,29.2800,29.6000,28.3000,28.5400,0,0,3611500
04-11-2008,28.9300,30.0000,28.5700,29.9200,0,0,2432400
05-11-2008,28.7000,29.1500,27.5000,27.6100,0,0,2281800
06-11-2008,26.5500,27.1300,24.4300,24.7200,0,0,3602100
07-11-2008,25.5500,26.7500,25.4800,26.6900,0,0,2760300
10-11-2008,27.8000,28.0900,26.9200,27.3000,0,0,2280900
11-11-2008,26.1600,26.7300,25.2800,26.0300,0,0,2861800
12-11-2008,25.5100,26.7700,24.3700,24.4400,0,0,2868200
13-11-2008,24.3000,26.2700,23.4200,26.2100,0,0,3805000
14-11-2008,25.2400,26.0500,24.6300,24.7200,0,0,2993000
17-11-2008,24.3400,25.3400,24.3200,24.4300,0,0,2770700
18-11-2008,24.0000,25.0000,23.4500,24.1300,0,0,2564600
19-11-2008,24.0500,24.3000,22.3700,22.3800,0,0,2963400
20-11-2008,22.0100,22.5200,21.1000,21.1100,0,0,3812800
21-11-2008,23.0200,23.2600,21.7000,22.9600,0,0,4709700
24-11-2008,23.7100,25.1000,23.7100,24.9600,0,0,4147500
25-11-2008,23.8800,24.6500,22.7500,23.1400,0,0,4754300
26-11-2008,23.3400,24.9000,23.3400,24.3100,0,0,4688600
28-11-2008,23.8600,25.2500,23.8600,25.1500,0,0,1163700
01-12-2008,24.4800,24.7900,23.6100,23.6100,0,0,2442400
02-12-2008,23.6100,24.5400,23.6100,24.4300,0,0,2491800
03-12-2008,23.2800,24.4000,23.0600,24.2100,0,0,2704600
04-12-2008,23.6400,24.1600,22.3200,22.8900,0,0,2878900
05-12-2008,22.5300,23.9500,21.8700,23.7600,0,0,2920400
08-12-2008,24.2400,26.2900,24.0500,25.8900,0,0,5262700
09-12-2008,25.3100,26.0800,24.7600,24.9300,0,0,3307700
10-12-2008,25.1100,25.3600,24.6100,25.0700,0,0,2629400
11-12-2008,24.7500,25.2600,23.7900,23.9800,0,0,2269400
12-12-2008,23.6900,24.3700,23.0100,24.2200,0,0,1690700
15-12-2008,24.0800,24.4200,23.1900,23.8800,0,0,1531700
16-12-2008,24.1300,24.3200,22.7400,24.0700,0,0,4565300
17-12-2008,23.8500,25.4200,23.8300,24.9100,0,0,3002600
18-12-2008,25.2000,26.1500,24.7900,25.4800,0,0,3185000
19-12-2008,25.7000,26.2200,25.4800,25.5600,0,0,2111000
22-12-2008,25.0000,25.5900,24.5800,25.0400,0,0,1473100
23-12-2008,25.3600,25.8000,25.0500,25.3100,0,0,1783800
24-12-2008,25.2300,25.5500,24.9500,25.1300,0,0,380700
26-12-2008,24.2000,24.3500,23.9800,24.1400,0,0,1019200
29-12-2008,24.3100,24.3900,23.6600,23.9300,0,0,1561900
30-12-2008,23.9300,24.5100,23.8000,24.4500,0,0,1189900
31-12-2008,24.4400,24.7400,24.2700,24.5700,0,0,965200
02-01-2009,24.5100,25.2500,24.1600,25.1500,0,0,1864700
05-01-2009,24.7800,26.1400,24.7800,25.9900,0,0,2604400
06-01-2009,26.0000,26.9900,25.7700,26.6000,0,0,3821500
07-01-2009,25.3300,28.3100,25.1500,26.9400,0,0,6415600
08-01-2009,26.6700,27.2500,26.2800,26.6400,0,0,2752600
09-01-2009,27.3400,27.3900,25.8100,26.4700,0,0,2176000
12-01-2009,25.6600,26.7800,25.5400,25.8800,0,0,3820300
13-01-2009,27.2500,28.1500,26.6100,27.4000,0,0,5240200
14-01-2009,27.3000,27.3900,26.2500,26.4300,0,0,4306200
15-01-2009,26.4000,27.5300,25.8600,27.1500,0,0,3196500
16-01-2009,27.6200,27.8500,26.8500,27.7000,0,0,2854600
20-01-2009,27.2300,27.5200,26.1600,26.1700,0,0,3166500
21-01-2009,26.0600,26.7700,25.5900,26.7400,0,0,3353200
22-01-2009,26.2900,26.5000,25.0000,25.5300,0,0,2931200
23-01-2009,25.0200,26.5900,25.0100,26.0600,0,0,3334600
26-01-2009,26.2700,27.2300,26.1500,26.7000,0,0,1864300
27-01-2009,27.0300,27.3800,26.7000,27.1100,0,0,1766400
28-01-2009,27.8300,28.3800,27.6700,28.0400,0,0,2290700
29-01-2009,27.9500,28.1400,27.2900,27.4600,0,0,2138700
30-01-2009,27.3800,27.5100,26.3800,26.5600,0,0,3585800
02-02-2009,26.3500,26.9100,26.1000,26.6200,0,0,1692900
03-02-2009,26.6600,27.5100,26.2800,27.4400,0,0,1761800
04-02-2009,27.3600,27.7200,26.6500,27.0800,0,0,3290200
05-02-2009,26.3500,26.9800,25.9500,26.8000,0,0,3018000
06-02-2009,26.9100,29.1700,26.4500,28.9900,0,0,4947100
09-02-2009,28.6500,29.3400,28.1000,29.3400,0,0,2244900
10-02-2009,29.0000,29.0200,27.0700,27.1100,0,0,3679500
11-02-2009,27.8200,28.0000,26.6700,26.9900,0,0,3412600
12-02-2009,26.5000,27.1500,25.7600,27.0700,0,0,4031400
13-02-2009,27.0500,27.2600,26.0800,26.3800,0,0,3078600
17-02-2009,25.3900,25.5800,24.8500,25.0900,0,0,3334000
18-02-2009,24.9200,25.4700,24.7500,25.1500,0,0,2172700
19-02-2009,25.3000,25.9200,24.6400,24.7200,0,0,2290900
20-02-2009,24.4400,25.0200,23.9100,24.1600,0,0,3145200
23-02-2009,24.3600,24.6600,23.6500,23.6800,0,0,2284800
24-02-2009,24.1100,24.8700,23.9000,24.7800,0,0,2371200
25-02-2009,24.5300,25.0500,24.3300,24.6200,0,0,2269700
26-02-2009,24.7700,25.0600,24.2000,24.2000,0,0,3289200
27-02-2009,24.2700,24.6500,23.8900,24.2000,0,0,3293600
02-03-2009,23.5400,23.9000,22.6900,22.7800,0,0,4671200
03-03-2009,22.7900,23.5100,22.6100,23.0800,0,0,2759300
04-03-2009,23.5000,24.4700,23.5000,24.0800,0,0,2518700
05-03-2009,23.5000,23.7700,22.8000,22.9400,0,0,2937600
06-03-2009,23.3600,23.5100,22.7900,23.3200,0,0,3259300
09-03-2009,23.3000,23.3800,22.6300,22.8200,0,0,1761000
10-03-2009,23.1700,24.5200,22.9400,24.5100,0,0,2794700
11-03-2009,24.7600,25.3200,24.4200,24.5000,0,0,2462700
12-03-2009,24.4000,25.4100,24.3000,25.4000,0,0,2668100
13-03-2009,25.6900,25.8500,24.9700,25.3200,0,0,2878700
16-03-2009,25.4700,25.7300,25.0800,25.0900,0,0,2494800
17-03-2009,25.1900,25.4000,24.6000,25.3600,0,0,2761200
18-03-2009,25.1000,26.4600,25.1000,26.2000,0,0,3000900
19-03-2009,26.5900,26.9400,26.4200,26.7500,0,0,2780800
20-03-2009,26.9200,27.1400,25.6800,25.8900,0,0,2721400
23-03-2009,26.7400,27.6200,26.5700,27.6200,0,0,4190500
24-03-2009,26.7600,27.2000,26.1600,26.2600,0,0,2714600
25-03-2009,26.5400,27.2000,26.3300,26.8500,0,0,2304800
26-03-2009,27.5000,28.1100,26.9600,27.9900,0,0,2995800
27-03-2009,26.7500,26.8700,25.8800,25.9100,0,0,3039400
30-03-2009,25.5000,25.9700,25.2500,25.8700,0,0,2121700
31-03-2009,26.4200,27.4200,26.3000,26.6300,0,0,2605900
01-04-2009,26.7000,27.1200,26.0700,26.9900,0,0,2611100
02-04-2009,27.9500,29.9400,27.9500,28.6100,0,0,5086400
03-04-2009,28.8500,29.0700,28.0500,29.0600,0,0,3021200
06-04-2009,28.5700,28.5700,28.0000,28.3100,0,0,2768800
07-04-2009,27.9200,28.3800,27.5700,28.1900,0,0,2000100
08-04-2009,28.5600,29.0200,28.1400,28.9100,0,0,2177000
09-04-2009,29.3600,29.7700,29.2400,29.7200,0,0,2225300
13-04-2009,29.4100,29.5900,28.9100,29.4800,0,0,1973100
14-04-2009,29.0000,29.1200,28.5200,28.7600,0,0,2889600
15-04-2009,27.2300,28.7600,26.1200,26.8100,0,0,7182600
16-04-2009,27.3000,27.7200,26.7000,27.5000,0,0,3511500
17-04-2009,27.8900,28.1000,27.3100,27.9800,0,0,3641300
20-04-2009,27.4900,27.5100,26.9000,27.1100,0,0,3358600
21-04-2009,26.9300,27.3600,26.6100,27.2100,0,0,3728600
22-04-2009,27.2900,28.3500,27.0000,27.8900,0,0,3010900
23-04-2009,28.8500,28.9600,28.1200,28.6100,0,0,4284100
24-04-2009,28.6500,29.1700,28.5000,28.8900,0,0,2634000
27-04-2009,28.4100,28.9300,28.0000,28.6700,0,0,2058900
28-04-2009,28.0700,28.9500,28.0700,28.6600,0,0,2140700
29-04-2009,29.5600,30.5500,29.5500,30.3200,0,0,3197500
30-04-2009,30.4900,31.0000,30.3500,30.8100,0,0,3080600
01-05-2009,30.6600,30.9500,30.3300,30.7000,0,0,2535800
04-05-2009,32.2600,32.8300,31.8800,32.7600,0,0,3939200
05-05-2009,32.5600,32.7900,32.0300,32.4200,0,0,2592600
06-05-2009,32.4900,32.4900,30.7700,31.4300,0,0,3247200
07-05-2009,32.0200,32.0200,30.8000,30.9900,0,0,2022700
08-05-2009,31.2500,31.7600,30.7700,31.1600,0,0,1713000
11-05-2009,30.5400,31.4600,30.3800,31.0500,0,0,1496400
12-05-2009,32.2800,32.4800,31.7000,31.8500,0,0,1957700
13-05-2009,31.2000,31.5500,30.3100,30.3600,0,0,2209100
14-05-2009,31.1300,31.6000,30.9000,31.4800,0,0,1877900
15-05-2009,31.9600,32.4600,31.6000,32.0200,0,0,2239000
18-05-2009,36.0000,36.6500,34.5000,34.9000,0,0,8236600
19-05-2009,33.1500,33.9300,32.6800,33.0200,0,0,4195800
20-05-2009,32.9000,33.5500,32.0100,32.2100,0,0,3442800
21-05-2009,31.9400,32.2000,31.2300,31.5300,0,0,2866300
22-05-2009,31.7600,32.0700,31.5200,31.6000,0,0,1414000
26-05-2009,31.5900,32.7700,31.1600,32.4100,0,0,2226000
27-05-2009,32.1700,33.5000,32.1700,32.6100,0,0,2118100
28-05-2009,32.8500,33.4800,32.3800,33.3800,0,0,2557200
29-05-2009,33.5600,34.5800,33.1800,34.5600,0,0,3348100
01-06-2009,35.4200,36.1600,35.2100,35.7000,0,0,3652500
02-06-2009,35.8000,36.5300,35.3500,36.3900,0,0,2379200
03-06-2009,35.0100,35.4500,34.6500,35.2800,0,0,2676200
04-06-2009,35.2100,35.8200,34.8300,35.6100,0,0,1552000
05-06-2009,36.3100,36.6000,35.6900,36.0400,0,0,1670800
08-06-2009,35.5800,36.6000,35.5800,36.2200,0,0,2025200
09-06-2009,37.2300,37.8500,37.2200,37.5300,0,0,2749300
10-06-2009,37.8900,37.8900,36.7500,37.2800,0,0,2321900
11-06-2009,36.8200,37.5500,36.7000,37.1300,0,0,2748100
12-06-2009,36.5500,37.1300,36.3000,37.1200,0,0,1814700
15-06-2009,36.6000,36.6000,35.1900,35.5200,0,0,2495600
16-06-2009,36.0100,36.1000,34.7500,34.8400,0,0,2936200
17-06-2009,35.0800,35.5900,34.6100,35.2100,0,0,2800900
18-06-2009,35.6100,35.6800,35.0500,35.2600,0,0,2691700
19-06-2009,36.5500,36.9000,36.0500,36.1500,0,0,2805300
23-06-2009,35.4700,35.7500,35.2000,35.4700,0,0,2191000
24-06-2009,35.6900,36.5000,35.6300,36.1400,0,0,2357500
25-06-2009,35.9100,36.7800,35.7100,36.6800,0,0,1288200
26-06-2009,37.5700,38.1500,37.4100,37.6600,0,0,2524500
29-06-2009,37.6700,37.6800,37.0700,37.2400,0,0,2034300
30-06-2009,37.4700,37.5000,36.6400,36.7800,0,0,1513700
01-07-2009,37.2800,37.8600,37.0700,37.3300,0,0,1576900
02-07-2009,36.9500,37.0800,36.0900,36.2100,0,0,2883800
06-07-2009,36.0700,36.0700,35.1400,35.7700,0,0,4621400
07-07-2009,35.5200,35.6900,35.2400,35.2600,0,0,2565800
08-07-2009,34.1500,34.8800,33.8100,34.2900,0,0,4415500
09-07-2009,34.0000,35.1800,34.0000,34.4900,0,0,5525200
10-07-2009,35.4600,36.3400,34.7800,35.9500,0,0,6203900
13-07-2009,36.6700,36.7000,35.3800,36.2300,0,0,2866200
14-07-2009,36.6400,36.9100,35.8800,36.0700,0,0,3006800
15-07-2009,36.5000,37.3500,36.4300,37.3400,0,0,2244500
16-07-2009,37.2300,37.7300,36.9100,37.6300,0,0,2519000
17-07-2009,38.1500,38.8700,37.6700,38.7400,0,0,2860000
20-07-2009,40.4000,40.8100,40.0000,40.6800,0,0,3800500
21-07-2009,40.6900,40.9600,40.0600,40.9000,0,0,3245900
22-07-2009,39.9300,40.9600,39.4600,40.5000,0,0,2720600
23-07-2009,40.8000,42.5900,40.5700,42.2300,0,0,3999600
24-07-2009,41.8800,42.4400,41.6000,42.4000,0,0,1954600
27-07-2009,42.3100,42.6000,41.8000,42.4500,0,0,1548600
28-07-2009,42.1800,42.1800,41.4900,41.9800,0,0,1406700
29-07-2009,41.4900,41.7000,41.1000,41.5600,0,0,1985600
30-07-2009,42.1100,42.7300,41.8700,42.2100,0,0,1521000
31-07-2009,42.7600,43.6000,42.7600,43.0300,0,0,3301100
03-08-2009,43.7700,44.4000,43.2100,44.3800,0,0,2227100
04-08-2009,44.0700,45.3400,44.0500,44.9500,0,0,3675000
05-08-2009,44.9500,45.2100,43.9800,44.4700,0,0,2140500
06-08-2009,43.9400,44.0800,43.2200,43.5200,0,0,1772400
07-08-2009,43.2500,43.7400,43.0300,43.5800,0,0,1955100
10-08-2009,43.7900,44.1400,42.8500,43.1300,0,0,2147500
11-08-2009,42.8600,43.1100,42.4100,42.6300,0,0,1682100
12-08-2009,42.8900,43.3400,42.5400,43.0000,0,0,1784100
13-08-2009,43.3500,43.3500,42.3800,42.8400,0,0,1435200
14-08-2009,42.5700,42.7100,41.5900,41.9000,0,0,2262500
17-08-2009,41.0400,41.1100,40.5100,40.5900,0,0,1906700
18-08-2009,40.5100,41.0400,40.1700,40.8800,0,0,1929100
19-08-2009,40.3200,41.2000,40.0000,41.0500,0,0,1610700
20-08-2009,41.2200,41.2700,40.3100,41.2000,0,0,2002200
21-08-2009,41.6100,42.4900,41.6100,42.2500,0,0,1843000
24-08-2009,42.9000,42.9800,42.1300,42.3600,0,0,1427100
25-08-2009,42.6300,43.1000,42.5200,43.0800,0,0,1650300
26-08-2009,44.4100,45.2200,43.9200,44.2100,0,0,2467300
27-08-2009,44.5100,44.8900,43.8400,44.8200,0,0,1935000
28-08-2009,44.7100,45.1300,43.8400,44.2300,0,0,2243600
31-08-2009,43.5300,43.8300,42.8200,43.2300,0,0,2332000
01-09-2009,43.3800,44.4500,42.9200,43.1300,0,0,2368900
02-09-2009,43.7700,44.0800,43.4200,43.4300,0,0,1352000
03-09-2009,44.1900,44.6400,43.9100,44.3400,0,0,1488400
04-09-2009,44.6500,45.0500,44.4700,44.9100,0,0,1381800
08-09-2009,45.3700,46.0300,45.1000,46.0300,0,0,1437200
09-09-2009,46.0400,46.9600,45.7600,46.8500,0,0,3306000
10-09-2009,46.4200,47.4200,46.3500,47.2100,0,0,2693900
11-09-2009,47.2100,47.4100,46.6400,46.7800,0,0,2132400
14-09-2009,46.4200,46.7800,46.1800,46.4500,0,0,1466600
15-09-2009,46.7900,47.2700,46.6000,47.1400,0,0,1215200
16-09-2009,47.9700,48.6400,47.3200,48.5500,0,0,1993900
17-09-2009,48.8600,49.6800,48.6500,49.1600,0,0,2057400
18-09-2009,49.3000,49.4500,48.6200,48.6800,0,0,1430600
21-09-2009,48.2300,49.4000,48.1200,48.9700,0,0,748400
22-09-2009,49.6400,50.1000,49.1500,49.2900,0,0,2654800
23-09-2009,48.9300,49.2000,48.5000,48.5200,0,0,2406000
24-09-2009,47.9500,48.4100,47.0700,47.1200,0,0,2954200
25-09-2009,46.5700,46.9000,46.2200,46.6400,0,0,2366300
28-09-2009,47.0100,48.3500,46.7300,47.9500,0,0,1262200
29-09-2009,48.0600,48.3400,47.5500,48.1500,0,0,1428400
30-09-2009,48.5000,48.8900,47.3500,48.4900,0,0,1778700
01-10-2009,48.8200,49.0000,47.2200,47.2500,0,0,1879900
02-10-2009,46.7900,48.1200,46.6800,47.8500,0,0,1642200
05-10-2009,48.2900,49.5000,48.2700,49.2900,0,0,2357300
06-10-2009,49.5500,49.7300,48.8000,49.5900,0,0,2220200
07-10-2009,48.2900,48.9200,48.0200,48.5500,0,0,3097000
08-10-2009,48.3800,49.6700,48.3300,49.4800,0,0,3737500
09-10-2009,47.3900,48.1800,47.0300,47.7400,0,0,6029200
12-10-2009,48.7100,48.7500,47.0900,47.3700,0,0,2672300
13-10-2009,47.4700,47.8700,47.2400,47.6100,0,0,2285900
14-10-2009,48.5300,49.0000,48.5300,48.9300,0,0,2231400
15-10-2009,48.4400,48.7000,48.0200,48.4900,0,0,1564400
16-10-2009,47.9500,48.0600,46.9200,47.5600,0,0,3326100
19-10-2009,47.8500,48.2100,47.3100,47.9300,0,0,1552900
20-10-2009,47.9400,48.0900,47.3900,48.0600,0,0,1611700
21-10-2009,47.7900,48.3900,47.6900,47.7900,0,0,1886400
22-10-2009,47.7400,48.2400,47.5100,48.1500,0,0,1431300
23-10-2009,48.5000,49.1700,48.2400,48.5800,0,0,1678000
26-10-2009,48.7600,49.6400,48.1100,48.2400,0,0,1531200
27-10-2009,48.2400,48.4000,47.1400,47.1900,0,0,1956200
28-10-2009,47.4600,47.6400,46.2900,46.3900,0,0,2104300
29-10-2009,46.6900,47.5100,46.3800,47.2600,0,0,1564100
30-10-2009,47.0600,47.1800,45.2400,46.0000,0,0,2479000
02-11-2009,46.1600,47.2900,45.8300,46.3800,0,0,2223500
03-11-2009,45.8800,46.8100,45.7700,46.6900,0,0,2159900
04-11-2009,47.8700,48.6200,47.5600,47.7900,0,0,1959800
05-11-2009,47.9800,48.5800,47.8100,48.2900,0,0,1111700
06-11-2009,47.9900,48.2000,47.6700,47.7900,0,0,1417700
09-11-2009,48.3900,49.1600,48.3300,49.1200,0,0,1882700
10-11-2009,48.2100,48.3600,48.0700,48.2300,0,0,1452000
11-11-2009,49.6200,50.4600,49.3800,49.6800,0,0,2046400
12-11-2009,49.8000,50.6400,49.2900,49.4600,0,0,1419800
13-11-2009,50.3800,51.1100,50.0500,50.8700,0,0,2206300
16-11-2009,51.0000,52.1700,50.9100,51.9100,0,0,1958200
17-11-2009,51.1000,52.6800,51.1000,52.5700,0,0,1967400
18-11-2009,52.2900,52.6100,51.7500,52.0500,0,0,1360600
19-11-2009,51.8200,51.8800,50.5400,50.9500,0,0,1299100
20-11-2009,51.4200,51.9300,51.0000,51.2300,0,0,1374400
23-11-2009,52.0000,52.5000,51.6400,51.8400,0,0,1022200
24-11-2009,51.9100,52.0900,51.4800,51.7900,0,0,1161800
25-11-2009,52.3700,52.9900,52.3400,52.6400,0,0,942000
27-11-2009,50.0600,51.1200,49.8700,50.5700,0,0,888000
30-11-2009,50.9200,51.3700,50.6100,50.9700,0,0,955800
01-12-2009,51.6900,52.4800,51.6000,51.9700,0,0,979300
02-12-2009,51.7200,52.3700,51.7200,52.0400,0,0,1200000
03-12-2009,52.0900,52.4600,51.8400,51.9900,0,0,2344900
04-12-2009,52.6800,53.1300,51.7500,52.4600,0,0,1428200
07-12-2009,51.8800,52.3800,51.3700,51.6500,0,0,1381100
08-12-2009,51.8500,52.1300,51.2200,51.7600,0,0,1048200
09-12-2009,52.2100,52.6500,52.0200,52.4900,0,0,1183600
10-12-2009,51.8300,52.7200,51.8300,52.6100,0,0,955200
11-12-2009,52.4600,53.0300,52.1700,52.4800,0,0,1414500
14-12-2009,53.0300,53.4500,52.8900,53.4000,0,0,2411500
15-12-2009,53.3000,53.9800,53.1700,53.3100,0,0,1578100
16-12-2009,53.8100,54.9900,53.8100,54.4300,0,0,2101200
17-12-2009,54.2500,54.6600,53.9000,54.2500,0,0,1755700
18-12-2009,54.4100,54.7100,53.6000,54.6400,0,0,2996800
21-12-2009,54.1000,54.4900,53.7500,54.0800,0,0,1365000
22-12-2009,53.9800,54.6700,53.6700,54.4500,0,0,1805100
23-12-2009,55.1300,55.7600,55.0300,55.6100,0,0,757100
24-12-2009,55.6500,56.0000,55.4000,55.9900,0,0,304300
28-12-2009,56.0000,56.1900,55.6800,55.8600,0,0,554500
29-12-2009,55.7800,55.7800,55.1500,55.5700,0,0,716100
30-12-2009,55.2600,55.9800,55.2600,55.7100,0,0,783600
31-12-2009,55.5500,55.7500,55.2500,55.2700,0,0,731000
